experiment_id,time_seconds,temperature_c,hot_mass_g,cold_mass_g,hot_initial_c,cold_initial_c,calorimeter_heat_capacity_j_k,material,true_specific_heat_j_kg_k,true_hot_mass_g,true_cold_mass_g,true_temperature_c,true_equilibrium_c,device_profile,environment_profile,generation_group,secondary_errors,severity,class_name
HB_00161,0.0,22.200000000000003,46.400000000000006,202.20000000000002,93.80000000000001,22.0,72.93580179925043,steel,483.8070346206924,46.30594220958506,202.33141465534177,22.0465,23.60362964871472,school_digital,cool_laboratory,group_00,none,0.5210174213798703,heat_loss
HB_00161,3.8,22.200000000000003,46.400000000000006,202.20000000000002,93.80000000000001,22.0,72.93580179925043,steel,483.8070346206924,46.30594220958506,202.33141465534177,22.2377,23.60362964871472,school_digital,cool_laboratory,group_00,none,0.5210174213798703,heat_loss
HB_00161,7.6,22.400000000000002,46.400000000000006,202.20000000000002,93.80000000000001,22.0,72.93580179925043,steel,483.8070346206924,46.30594220958506,202.33141465534177,22.4036,23.60362964871472,school_digital,cool_laboratory,group_00,none,0.5210174213798703,heat_loss
HB_00161,11.39,22.5,46.400000000000006,202.20000000000002,93.80000000000001,22.0,72.93580179925043,steel,483.8070346206924,46.30594220958506,202.33141465534177,22.5472,23.60362964871472,school_digital,cool_laboratory,group_00,none,0.5210174213798703,heat_loss
HB_00161,15.19,22.6,46.400000000000006,202.20000000000002,93.80000000000001,22.0,72.93580179925043,steel,483.8070346206924,46.30594220958506,202.33141465534177,22.6716,23.60362964871472,school_digital,cool_laboratory,group_00,none,0.5210174213798703,heat_loss
HB_00161,18.99,22.700000000000003,46.400000000000006,202.20000000000002,93.80000000000001,22.0,72.93580179925043,steel,483.8070346206924,46.30594220958506,202.33141465534177,22.7791,23.60362964871472,school_digital,cool_laboratory,group_00,none,0.5210174213798703,heat_loss
HB_00161,22.79,22.900000000000002,46.400000000000006,202.20000000000002,93.80000000000001,22.0,72.93580179925043,steel,483.8070346206924,46.30594220958506,202.33141465534177,22.8719,23.60362964871472,school_digital,cool_laboratory,group_00,none,0.5210174213798703,heat_loss
HB_00161,26.59,22.900000000000002,46.400000000000006,202.20000000000002,93.80000000000001,22.0,72.93580179925043,steel,483.8070346206924,46.30594220958506,202.33141465534177,22.9518,23.60362964871472,school_digital,cool_laboratory,group_00,none,0.5210174213798703,heat_loss
HB_00161,30.39,23.0,46.400000000000006,202.20000000000002,93.80000000000001,22.0,72.93580179925043,steel,483.8070346206924,46.30594220958506,202.33141465534177,23.0206,23.60362964871472,school_digital,cool_laboratory,group_00,none,0.5210174213798703,heat_loss
HB_00161,34.18,23.1,46.400000000000006,202.20000000000002,93.80000000000001,22.0,72.93580179925043,steel,483.8070346206924,46.30594220958506,202.33141465534177,23.0797,23.60362964871472,school_digital,cool_laboratory,group_00,none,0.5210174213798703,heat_loss
HB_00161,37.98,23.1,46.400000000000006,202.20000000000002,93.80000000000001,22.0,72.93580179925043,steel,483.8070346206924,46.30594220958506,202.33141465534177,23.1303,23.60362964871472,school_digital,cool_laboratory,group_00,none,0.5210174213798703,heat_loss
HB_00161,41.78,23.200000000000003,46.400000000000006,202.20000000000002,93.80000000000001,22.0,72.93580179925043,steel,483.8070346206924,46.30594220958506,202.33141465534177,23.1734,23.60362964871472,school_digital,cool_laboratory,group_00,none,0.5210174213798703,heat_loss
HB_00161,45.58,23.1,46.400000000000006,202.20000000000002,93.80000000000001,22.0,72.93580179925043,steel,483.8070346206924,46.30594220958506,202.33141465534177,23.2101,23.60362964871472,school_digital,cool_laboratory,group_00,none,0.5210174213798703,heat_loss
HB_00161,49.38,23.3,46.400000000000006,202.20000000000002,93.80000000000001,22.0,72.93580179925043,steel,483.8070346206924,46.30594220958506,202.33141465534177,23.2412,23.60362964871472,school_digital,cool_laboratory,group_00,none,0.5210174213798703,heat_loss
HB_00161,53.17,23.3,46.400000000000006,202.20000000000002,93.80000000000001,22.0,72.93580179925043,steel,483.8070346206924,46.30594220958506,202.33141465534177,23.2673,23.60362964871472,school_digital,cool_laboratory,group_00,none,0.5210174213798703,heat_loss
