experiment_id,time_seconds,temperature_c,hot_mass_g,cold_mass_g,hot_initial_c,cold_initial_c,calorimeter_heat_capacity_j_k,material,true_specific_heat_j_kg_k,true_hot_mass_g,true_cold_mass_g,true_temperature_c,true_equilibrium_c,device_profile,environment_profile,generation_group,secondary_errors,severity,class_name
HB_00003,0.0,22.6,68.10000000000001,137.20000000000002,91.60000000000001,22.5,83.11720713792607,brass,387.0723738892044,115.94107745165059,136.73307549589643,22.4846,26.836841454841867,school_basic,stable_room,heat_balance_family_0000,small_transfer_loss,0.9169481781677381,mass_measurement_error
HB_00003,2.91,22.700000000000003,68.10000000000001,137.20000000000002,91.60000000000001,22.5,83.11720713792607,brass,387.0723738892044,115.94107745165059,136.73307549589643,23.3416,26.836841454841867,school_basic,stable_room,heat_balance_family_0000,small_transfer_loss,0.9169481781677381,mass_measurement_error
HB_00003,5.83,23.3,68.10000000000001,137.20000000000002,91.60000000000001,22.5,83.11720713792607,brass,387.0723738892044,115.94107745165059,136.73307549589643,24.029,26.836841454841867,school_basic,stable_room,heat_balance_family_0000,small_transfer_loss,0.9169481781677381,mass_measurement_error
HB_00003,8.74,23.8,68.10000000000001,137.20000000000002,91.60000000000001,22.5,83.11720713792607,brass,387.0723738892044,115.94107745165059,136.73307549589643,24.5803,26.836841454841867,school_basic,stable_room,heat_balance_family_0000,small_transfer_loss,0.9169481781677381,mass_measurement_error
HB_00003,11.65,24.3,68.10000000000001,137.20000000000002,91.60000000000001,22.5,83.11720713792607,brass,387.0723738892044,115.94107745165059,136.73307549589643,25.0224,26.836841454841867,school_basic,stable_room,heat_balance_family_0000,small_transfer_loss,0.9169481781677381,mass_measurement_error
HB_00003,14.56,24.8,68.10000000000001,137.20000000000002,91.60000000000001,22.5,83.11720713792607,brass,387.0723738892044,115.94107745165059,136.73307549589643,25.3768,26.836841454841867,school_basic,stable_room,heat_balance_family_0000,small_transfer_loss,0.9169481781677381,mass_measurement_error
HB_00003,17.48,25.0,68.10000000000001,137.20000000000002,91.60000000000001,22.5,83.11720713792607,brass,387.0723738892044,115.94107745165059,136.73307549589643,25.6609,26.836841454841867,school_basic,stable_room,heat_balance_family_0000,small_transfer_loss,0.9169481781677381,mass_measurement_error
HB_00003,20.39,25.5,68.10000000000001,137.20000000000002,91.60000000000001,22.5,83.11720713792607,brass,387.0723738892044,115.94107745165059,136.73307549589643,25.8885,26.836841454841867,school_basic,stable_room,heat_balance_family_0000,small_transfer_loss,0.9169481781677381,mass_measurement_error
HB_00003,23.3,25.8,68.10000000000001,137.20000000000002,91.60000000000001,22.5,83.11720713792607,brass,387.0723738892044,115.94107745165059,136.73307549589643,26.0708,26.836841454841867,school_basic,stable_room,heat_balance_family_0000,small_transfer_loss,0.9169481781677381,mass_measurement_error
HB_00003,26.21,25.900000000000002,68.10000000000001,137.20000000000002,91.60000000000001,22.5,83.11720713792607,brass,387.0723738892044,115.94107745165059,136.73307549589643,26.2167,26.836841454841867,school_basic,stable_room,heat_balance_family_0000,small_transfer_loss,0.9169481781677381,mass_measurement_error
HB_00003,29.13,26.200000000000003,68.10000000000001,137.20000000000002,91.60000000000001,22.5,83.11720713792607,brass,387.0723738892044,115.94107745165059,136.73307549589643,26.3334,26.836841454841867,school_basic,stable_room,heat_balance_family_0000,small_transfer_loss,0.9169481781677381,mass_measurement_error
HB_00003,32.04,26.200000000000003,68.10000000000001,137.20000000000002,91.60000000000001,22.5,83.11720713792607,brass,387.0723738892044,115.94107745165059,136.73307549589643,26.4267,26.836841454841867,school_basic,stable_room,heat_balance_family_0000,small_transfer_loss,0.9169481781677381,mass_measurement_error
HB_00003,34.95,26.400000000000002,68.10000000000001,137.20000000000002,91.60000000000001,22.5,83.11720713792607,brass,387.0723738892044,115.94107745165059,136.73307549589643,26.5011,26.836841454841867,school_basic,stable_room,heat_balance_family_0000,small_transfer_loss,0.9169481781677381,mass_measurement_error
HB_00003,37.87,26.5,68.10000000000001,137.20000000000002,91.60000000000001,22.5,83.11720713792607,brass,387.0723738892044,115.94107745165059,136.73307549589643,26.5605,26.836841454841867,school_basic,stable_room,heat_balance_family_0000,small_transfer_loss,0.9169481781677381,mass_measurement_error
HB_00003,40.78,26.5,68.10000000000001,137.20000000000002,91.60000000000001,22.5,83.11720713792607,brass,387.0723738892044,115.94107745165059,136.73307549589643,26.6077,26.836841454841867,school_basic,stable_room,heat_balance_family_0000,small_transfer_loss,0.9169481781677381,mass_measurement_error
HB_00003,43.69,26.700000000000003,68.10000000000001,137.20000000000002,91.60000000000001,22.5,83.11720713792607,brass,387.0723738892044,115.94107745165059,136.73307549589643,26.6453,26.836841454841867,school_basic,stable_room,heat_balance_family_0000,small_transfer_loss,0.9169481781677381,mass_measurement_error
HB_00003,46.6,26.700000000000003,68.10000000000001,137.20000000000002,91.60000000000001,22.5,83.11720713792607,brass,387.0723738892044,115.94107745165059,136.73307549589643,26.675,26.836841454841867,school_basic,stable_room,heat_balance_family_0000,small_transfer_loss,0.9169481781677381,mass_measurement_error
HB_00003,49.52,26.5,68.10000000000001,137.20000000000002,91.60000000000001,22.5,83.11720713792607,brass,387.0723738892044,115.94107745165059,136.73307549589643,26.6984,26.836841454841867,school_basic,stable_room,heat_balance_family_0000,small_transfer_loss,0.9169481781677381,mass_measurement_error
