temperature_mean,temperature_std,temperature_range,peak_temperature,final_temperature,peak_time_fraction,peak_to_final_drop,late_slope,late_std,late_robust_scale,max_abs_jump,second_difference_scale,temperature_normalized_slope,time_temperature_corr,monotonic_rise_fraction,post_peak_decline_fraction,sample_mass_g,water_mass_g,mass_ratio,initial_delta_temperature,calorimeter_heat_capacity_j_k,apparent_specific_heat_j_kg_k,apparent_specific_heat_log,reference_specific_heat_j_kg_k,specific_heat_relative_error,specific_heat_abs_relative_error,mixing_amplitude,experiment_id,class_name,generation_group,device_profile,environment_profile,severity
26.57592592592593,0.8031039749080013,4.600000000000001,27.200000000000003,26.77777777777778,0.570090159461706,0.4222222222222243,-0.0011339094868444007,0.10304020550550744,0.14825999999999684,0.5999999999999979,0.29651999999999895,0.04865178975932768,0.469079203846742,0.8524590163934426,0.8478260869565217,115.9,137.20000000000002,0.8447521865827642,69.10000000000001,83.11720713792607,413.63723191821157,6.027403997991454,380.0,0.08851903136348171,0.08851903136348171,4.600000000000001,HB_00001,normal,heat_balance_family_0000,school_basic,stable_room,0.14062124157247224
25.744444444444444,0.6342585834005593,3.6999999999999993,26.3,25.66111111111111,0.20560207912148873,0.6388888888888893,-0.002090893954710395,0.1161363608909276,0.14825999999999948,0.5,0.29651999999999895,0.02173405186153702,0.2570322496966769,0.9545454545454546,0.8705882352941177,116.0,136.8,0.8479532163680705,69.10000000000001,83.11720713792607,328.6972945984209,5.798174944397737,380.0,-0.13500711947748442,0.13500711947748442,3.6999999999999993,HB_00002,heat_loss,heat_balance_family_0000,school_basic,stable_room,1.0
26.57592592592593,0.8031039749080013,4.600000000000001,27.200000000000003,26.77777777777778,0.570090159461706,0.4222222222222243,-0.0011339094868444007,0.10304020550550744,0.14825999999999684,0.5999999999999979,0.29651999999999895,0.04865178975932768,0.469079203846742,0.8524590163934426,0.8478260869565217,68.10000000000001,137.20000000000002,0.4963556851275776,69.10000000000001,83.11720713792607,703.9729101221837,6.558159376715391,380.0,0.8525602897929768,0.8525602897929768,4.600000000000001,HB_00003,mass_measurement_error,heat_balance_family_0000,school_basic,stable_room,0.9169481781677381
26.612962962962964,1.0072048407453422,5.699999999999999,28.0,26.883333333333336,0.36448808034021724,1.1166666666666636,-0.0035796806204051665,0.3435921354681383,0.29651999999999895,1.8000000000000007,1.111949999999992,0.07298337183618656,0.5618616337231401,0.7435897435897436,0.6029411764705882,115.7,136.4,0.8482404692019925,69.10000000000001,83.11720713792607,488.4788027019826,6.193341157053315,380.0,0.28547053342551876,0.28547053342551876,5.699999999999999,HB_00004,insufficient_mixing,heat_balance_family_0000,school_basic,stable_room,0.3728167463138603
21.443956043956046,0.23868172343276137,1.5,21.8,21.446666666666662,0.45555314490748594,0.35333333333333883,0.0005706478240524891,0.08055363982396342,0.0,0.5,0.29651999999999895,0.010915240339759444,0.2862210177478634,0.8292682926829268,0.8571428571428571,60.1,224.5,0.2677060133618365,62.3,95.71056995652499,453.7498764909769,6.119747545800563,385.0,0.17857110776830729,0.17857110776830729,1.5,HB_00005,normal,heat_balance_family_0001,school_basic,cool_laboratory,0.10385437842960285
20.863736263736264,0.24292923200361155,1.0,21.400000000000002,20.58,0.144435021005218,0.8200000000000038,-0.002028648288240881,0.08326663997864597,0.1482600000000021,0.6000000000000014,0.29651999999999895,-0.027576383512388305,-0.6912451409426882,0.6923076923076923,0.8831168831168831,59.900000000000006,224.4,0.26693404634462153,62.3,95.71056995652499,339.0762137517328,5.829169750583867,385.0,-0.11928256168350114,0.11928256168350114,1.0,HB_00006,heat_loss,heat_balance_family_0001,school_basic,cool_laboratory,0.9896335964002629
21.443956043956046,0.23868172343276137,1.5,21.8,21.446666666666662,0.45555314490748594,0.35333333333333883,0.0005706478240524891,0.08055363982396342,0.0,0.5,0.29651999999999895,0.010915240339759444,0.2862210177478634,0.8292682926829268,0.8571428571428571,39.6,224.5,0.17639198218184238,62.3,95.71056995652499,688.6456458865582,6.536177908989757,385.0,0.7886899893136871,0.7886899893136871,1.5,HB_00007,mass_measurement_error,heat_balance_family_0001,school_basic,cool_laboratory,0.7593759075554408
21.44945054945055,0.5142739737553474,2.8999999999999986,22.6,21.406666666666673,0.11110234512117886,1.193333333333328,-0.005198569718559246,0.2434930982366625,0.29651999999999895,1.7000000000000028,0.7413,0.0005212312640504546,0.006341807631514318,0.7,0.625,59.800000000000004,225.10000000000002,0.2656597067957989,62.3,95.71056995652499,694.8562676634017,6.5451431270300136,385.0,0.8048214744483035,0.8048214744483035,2.8999999999999986,HB_00008,insufficient_mixing,heat_balance_family_0001,school_basic,cool_laboratory,0.8196198656166032
27.09375,0.870373611280975,4.300000000000001,27.8,27.305555555555557,0.3964054730397595,0.4944444444444436,-0.0024937761696746837,0.09111788592698221,0.0,0.5,0.14826000000000736,0.0613668476217405,0.5563967588355031,0.9090909090909091,0.8805970149253731,107.80000000000001,124.5,0.8658634538083064,62.099999999999994,35.38886751494541,393.34196407522734,5.977218461990189,385.0,0.021667439156378365,0.021667439156378365,4.300000000000001,HB_00009,normal,heat_balance_family_0002,school_basic,stable_room,0.07485189762652944
25.740178571428572,0.5469819501834869,3.0,26.5,25.333333333333332,0.21622412168020988,1.1666666666666679,-0.006106044796321164,0.12018504251546566,0.14825999999999948,0.40000000000000213,0.2965199999999963,-0.009494495617213486,-0.13013542938670133,1.0,0.8620689655172413,107.80000000000001,124.5,0.8658634538083064,62.099999999999994,35.38886751494541,271.02109828249576,5.605879630502875,385.0,-0.29604909536937196,0.29604909536937196,3.0,HB_00010,heat_loss,heat_balance_family_0002,school_basic,stable_room,1.0
27.09375,0.870373611280975,4.300000000000001,27.8,27.305555555555557,0.3964054730397595,0.4944444444444436,-0.0024937761696746837,0.09111788592698221,0.0,0.5,0.14826000000000736,0.0613668476217405,0.5563967588355031,0.9090909090909091,0.8805970149253731,77.0,124.5,0.6184738955773617,62.099999999999994,35.38886751494541,550.6787497053184,6.312965901692288,385.0,0.43033441481789114,0.43033441481789114,4.300000000000001,HB_00011,mass_measurement_error,heat_balance_family_0002,school_basic,stable_room,0.6350795612565546
26.64107142857143,0.8358649894643541,4.199999999999999,27.8,27.150000000000002,0.5855893919185363,0.6499999999999986,0.003909082787298337,0.1802775637731994,0.1482600000000021,0.8999999999999986,0.7413,0.08366595544833322,0.7766969782572775,0.6923076923076923,0.6739130434782609,107.60000000000001,124.5,0.864257028105508,62.099999999999994,35.38886751494541,394.0730829675605,5.97907076795804,385.0,0.02356644926632965,0.02356644926632965,4.199999999999999,HB_00012,insufficient_mixing,heat_balance_family_0002,school_basic,stable_room,0.7047918778038317
23.807692307692307,0.31215513515296667,1.8000000000000007,24.1,23.77058823529412,0.1844646254345653,0.3294117647058812,-0.003080905052710402,0.06655122646461577,0.0,0.3000000000000007,0.14825999999999948,0.010966997460881816,0.2437983091552976,1.0,0.9761904761904762,83.0,254.9,0.32561788936710234,72.5,88.88378430350406,374.4604952688925,5.928153259994298,380.0,-0.014577644029191936,0.014577644029191936,1.8000000000000007,HB_00013,normal,heat_balance_family_0003,school_digital,cool_laboratory,0.13254395384122653
22.62692307692308,0.4903355933264892,1.7999999999999972,23.5,21.923529411764704,0.12620697081687712,1.5764705882352956,-0.006615454202415984,0.10588235294117608,0.14825999999999684,0.1999999999999993,0.1482600000000021,-0.06704062552822956,-0.901684399965454,0.9230769230769231,1.0,82.9,255.10000000000002,0.3249705997635242,72.5,88.88378430350406,254.54140964383652,5.54338446948136,380.0,-0.33015418514692985,0.33015418514692985,1.2999999999999972,HB_00014,heat_loss,heat_balance_family_0003,school_digital,cool_laboratory,1.0
23.807692307692307,0.31215513515296667,1.8000000000000007,24.1,23.77058823529412,0.1844646254345653,0.3294117647058812,-0.003080905052710402,0.06655122646461577,0.0,0.3000000000000007,0.14825999999999948,0.010966997460881816,0.2437983091552976,1.0,0.9761904761904762,50.0,254.9,0.19615535504042309,72.5,88.88378430350406,621.6044221463616,6.433911360690863,380.0,0.6358011109098046,0.6358011109098046,1.8000000000000007,HB_00015,mass_measurement_error,heat_balance_family_0003,school_digital,cool_laboratory,0.8823312307481136
23.602884615384614,0.6077158892698181,3.3000000000000007,24.8,23.788235294117648,0.524282996516299,1.011764705882353,-0.0035342535133737704,0.3197100762753224,0.29651999999999895,1.1999999999999993,0.7412999999999947,0.03580536463425409,0.40532139612630724,0.6111111111111112,0.6122448979591837,82.9,255.20000000000002,0.32484326018681486,72.5,88.88378430350406,518.7383802104175,6.253325569990699,380.0,0.3651010005527695,0.3651010005527695,3.3000000000000007,HB_00016,insufficient_mixing,heat_balance_family_0003,school_digital,cool_laboratory,0.5403413301616257
27.358108108108112,0.4096823940424003,2.900000000000002,27.700000000000003,27.34166666666667,0.15068931560770388,0.3583333333333343,0.0005657105963108817,0.049300664859164164,0.0,0.8000000000000007,0.14825999999999684,0.011874536922262303,0.23202809293526783,1.0,0.9838709677419355,88.5,232.10000000000002,0.38130116329004177,72.0,36.96130872419106,495.01523395931775,6.20660663988093,470.0,0.05322390204098836,0.05322390204098836,2.900000000000002,HB_00017,normal,heat_balance_family_0004,school_digital,warm_classroom,0.109926482509829
26.552702702702707,0.3778398677593075,2.299999999999997,27.0,26.308333333333334,0.12328902018679644,0.6916666666666664,-0.001445161150054156,0.06400954789890496,0.0,0.5,0.1482600000000021,-0.00879026922456637,-0.1807475596982895,1.0,0.984375,88.5,231.9,0.38163001293496496,72.0,36.96130872419106,375.3883633758297,5.930621491653705,470.0,-0.20130135451908293,0.20130135451908293,2.299999999999997,HB_00018,heat_loss,heat_balance_family_0004,school_digital,warm_classroom,1.0
27.358108108108112,0.4096823940424003,2.900000000000002,27.700000000000003,27.34166666666667,0.15068931560770388,0.3583333333333343,0.0005657105963108817,0.049300664859164164,0.0,0.8000000000000007,0.14825999999999684,0.011874536922262303,0.23202809293526783,1.0,0.9838709677419355,57.2,232.10000000000002,0.24644549762926996,72.0,36.96130872419106,765.8889546398534,6.642342012059002,470.0,0.6295509673174976,0.6295509673174976,2.900000000000002,HB_00019,mass_measurement_error,heat_balance_family_0004,school_digital,warm_classroom,0.7853992107564101
27.31081081081081,0.6025996760809419,3.6000000000000014,28.400000000000002,27.375,0.17808961102861132,1.0250000000000021,-0.001445311715120723,0.10897247358851608,0.14825999999999684,1.6999999999999993,0.5930399999999952,0.02487481444738142,0.32987274751507273,0.6923076923076923,0.7333333333333333,88.5,231.70000000000002,0.38195943029615037,72.0,36.96130872419106,615.7519786054391,6.4244669635201515,470.0,0.3101105927768703,0.3101105927768703,3.6000000000000014,HB_00020,insufficient_mixing,heat_balance_family_0004,school_digital,warm_classroom,0.35720187975668166
21.80338983050848,0.2727549975896698,1.6999999999999993,22.0,21.88421052631579,0.3076997766766004,0.11578947368420955,0.00029896855030931866,0.04880851839734606,0.0,0.3000000000000007,0.1482600000000021,0.022293992222731995,0.5188358394542254,1.0,0.9506172839506173,65.7,259.1,0.25357005017269946,71.8,101.8847953033331,411.24198148480536,6.021610510637578,385.0,0.06816099086944728,0.06816099086944728,1.6999999999999993,HB_00021,normal,heat_balance_family_0005,school_digital,stable_room,0.0529634626944888
