pressure_mean,pressure_std,pressure_range,temperature_mean,temperature_std,temperature_range,volume_mean,volume_std,volume_range_relative,volume_normalized_slope,pt_ratio_mean,pt_ratio_std,pt_ratio_robust_scale,pt_ratio_cv,pt_ratio_normalized_slope,pt_ratio_first_last_change,pressure_temperature_corr,linear_fit_r2,fit_rmse_relative,residual_normalized_slope,residual_robust_scale,lagged_corr_max,best_lag_fraction,max_pressure_jump_relative,max_temperature_jump_relative,max_volume_jump_relative,heating_duration_s,experiment_id,class_name,generation_group,device_profile,environment_profile,severity
112.08032786885248,5.128314831136651,16.400000000000006,52.4983606557377,15.05765413775408,46.0,201.86885245901638,0.361028123697463,0.007430566834460512,0.0017289526214505403,0.3441846218433355,0.0009724896497135531,0.0010548228757265364,0.0028254883721409215,-0.002256362624254233,0.0017275155166966009,0.9982112470249896,0.9964256936871851,0.0027355280372638943,-0.2118706567179698,0.32489937686069886,0.9982112470249896,0.0,0.011598824028330425,0.038096427678514906,0.007430566834460512,487.56,IS_00001,normal,isochoric_family_0000,school_basic,stable_room,0.11556646294859897
108.58524590163935,3.1881870106601675,10.400000000000006,52.51803278688525,15.050456212209859,46.099999999999994,201.87704918032787,0.35822579317069114,0.00743026513456062,0.0016110040746536494,0.33370113273017216,0.0063517124899942976,0.008635515507266343,0.019034135182562,-0.06410415760421528,-0.05359707474562618,0.9738307209328734,0.9483462730326391,0.0066730411065525925,-1.0221196178722503,0.8733499247409013,0.9738307209328734,0.0,0.011051225145964648,0.03617804969340525,0.00743026513456062,487.56,IS_00002,air_leak,isochoric_family_0000,school_basic,stable_room,0.4573033194554247
114.91147540983607,7.2583495924881145,23.900000000000006,52.59180327868852,15.057107630312302,46.10000000000001,196.20491803278688,3.652280950422949,0.06116054643407856,-0.06293132375679972,0.35249379835352385,0.006446557992591312,0.00791736630576492,0.018288429482772026,0.061163958894260406,0.06996559743646444,0.992770147542617,0.9855925658517896,0.007581721066884316,1.0253020760033686,1.0685403298374718,0.9961836939420695,0.08333333333333333,0.019145172334916607,0.03232442878901162,0.00764506830425982,487.56,IS_00003,volume_instability,isochoric_family_0000,school_basic,stable_room,0.8060217915731022
112.08032786885248,5.128314831136651,16.400000000000006,48.07049180327869,15.412729934065043,44.8,201.87704918032787,0.35822579317069114,0.00743026513456062,0.0016110040746536494,0.3489669416332753,0.0031439639604549474,0.0034638171666829015,0.009009346090867114,-0.011230263838725827,0.00525627822072046,0.9832196876941566,0.9667209542693947,0.008347005862352274,-0.2863881948702008,1.0595505053377845,0.9832196876941566,0.0,0.011598824028330425,0.035364730756690214,0.00743026513456062,487.56,IS_00004,temperature_sensor_lag,isochoric_family_0000,school_basic,stable_room,0.9070884474951133
112.37884615384617,4.934156327948989,16.599999999999994,51.77115384615385,14.065278259415734,46.599999999999994,314.9807692307692,0.3917605536050647,0.004762195494215298,-0.00015897024146176893,0.34585710070807135,0.0010501035090436943,0.0010964981333304578,0.003036235207713208,0.0023919638692191693,0.0022482313377931618,0.9977149337307625,0.9954350889893793,0.002966500966860492,0.31954035339156855,0.32246927005223713,0.9977149337307625,0.0,0.017796943717007126,0.04442628431250327,0.004762195494215298,743.01,IS_00005,normal,isochoric_family_0001,school_basic,cool_laboratory,0.10066625790423187
105.04038461538461,1.7361827730114627,6.5,51.72884615384617,14.087546826602425,46.400000000000006,314.9807692307692,0.3917605536050647,0.004762195494215298,-0.00014514674220382628,0.32383182168146685,0.01251296458059062,0.01637440822504627,0.03864031791865879,-0.13082318990601008,-0.12748019988348008,0.4903502103733476,0.24044332881318553,0.014405197953197967,-1.3450550007933468,1.6208284130329567,0.4903502103733476,0.0,0.017136266271051203,0.04639577679377944,0.004762195494215298,743.01,IS_00006,air_leak,isochoric_family_0001,school_basic,cool_laboratory,0.6426497752075788
110.7019230769231,3.856337959207064,13.399999999999991,51.880769230769225,14.003736293486632,46.4,320.0576923076923,3.525530301291629,0.0374932404012528,0.03678582077103986,0.3407210053986335,0.003617054724540728,0.004117632201918629,0.01061588412987041,-0.03399829599291684,-0.027201523805406976,0.985605769801653,0.9714187334663088,0.005889259035539522,-1.1589529475564595,0.6689664484505151,0.985605769801653,0.0,0.015356553461165915,0.04625991548580118,0.007811091750261,743.01,IS_00007,volume_instability,isochoric_family_0001,school_basic,cool_laboratory,0.47559513005016674
112.37884615384617,4.934156327948989,16.599999999999994,48.986538461538444,15.045444350701617,45.900000000000006,314.9807692307692,0.3917605536050647,0.004762195494215298,-0.00014514674220382628,0.348904856451664,0.002159394534463629,0.002265041565793332,0.006189064119758732,-0.011917732564764033,0.004367677424824699,0.9928977888268086,0.9858460190571654,0.005223572653944785,-0.47795728831849277,0.5812866099432747,0.9928977888268086,0.0,0.017796943717007126,0.040827542887715305,0.004762195494215298,743.01,IS_00008,temperature_sensor_lag,isochoric_family_0001,school_basic,cool_laboratory,0.8545082515881253
110.5796875,5.014422314917617,15.900000000000006,47.581250000000004,14.577453427725297,45.00000000000001,186.1953125,0.33793013677940886,0.008056056728022861,0.00013555864686659935,0.34477691077548706,0.0010481270399198786,0.0009775956121520985,0.0030400151637833607,-0.00043939970871638656,0.0017420807048225857,0.9977010861631747,0.9954074573311783,0.00307306785042096,0.11640398526862294,0.32021297234632823,0.9977010861631747,0.0,0.016277853923069904,0.029423354787244605,0.005370704485348573,482.37,IS_00009,normal,isochoric_family_0002,school_basic,stable_room,0.17786151863728478
104.46875,1.5604361369501794,5.3999999999999915,47.603125,14.56533737111417,44.9,186.203125,0.32738010687120256,0.008055718721111391,-0.00030983533542678336,0.32617944955800127,0.010752589978950677,0.013374913453771141,0.032965258726618187,-0.1118576572448358,-0.10049817527272628,0.8957908934788004,0.802441324839547,0.006639076203538235,-0.5872546036862384,0.8776080155871298,0.8957908934788004,0.0,0.015315584803921542,0.031510536334925274,0.005370479147407594,482.37,IS_00010,air_leak,isochoric_family_0002,school_basic,stable_room,0.832490759498434
