experiment_id,time_seconds,temperature_c,pressure_kpa,volume_ml,bath_temperature_c,atmospheric_pressure_kpa,true_temperature_c,true_pressure_absolute_kpa,true_volume_ml,device_profile,environment_profile,generation_group,secondary_errors,severity,class_name
IS_00481,0.0,21.8,100.7,278.5,21.6,100.31987336750092,21.5841,100.086,278.1992,school_basic,stable_room,group_00,none,0.36703494652398255,temperature_sensor_lag
IS_00481,11.43,21.8,101.2,278.5,25.1,100.31987336750092,22.325,100.3376,278.1992,school_basic,stable_room,group_00,none,0.36703494652398255,temperature_sensor_lag
IS_00481,22.85,22.8,101.30000000000001,278.5,28.3,100.31987336750092,23.6044,100.7721,278.1992,school_basic,stable_room,group_00,none,0.36703494652398255,temperature_sensor_lag
IS_00481,34.28,23.700000000000003,101.80000000000001,278.5,31.400000000000002,100.31987336750092,25.2656,101.3362,278.1992,school_basic,stable_room,group_00,none,0.36703494652398255,temperature_sensor_lag
IS_00481,45.71,25.1,102.4,278.5,34.300000000000004,100.31987336750092,27.1878,101.989,278.1992,school_basic,stable_room,group_00,none,0.36703494652398255,temperature_sensor_lag
IS_00481,57.13,26.6,102.80000000000001,278.5,37.0,100.31987336750092,29.2784,102.6989,278.1992,school_basic,stable_room,group_00,none,0.36703494652398255,temperature_sensor_lag
IS_00481,68.56,28.3,103.60000000000001,278.5,39.6,100.31987336750092,31.4665,103.4419,278.1992,school_basic,stable_room,group_00,none,0.36703494652398255,temperature_sensor_lag
IS_00481,79.99,30.6,104.30000000000001,279.0,42.0,100.31987336750092,33.6986,104.1999,278.1992,school_basic,stable_room,group_00,none,0.36703494652398255,temperature_sensor_lag
IS_00481,91.41,32.7,105.0,278.0,44.2,100.31987336750092,35.9346,104.9592,278.1992,school_basic,stable_room,group_00,none,0.36703494652398255,temperature_sensor_lag
IS_00481,102.84,34.7,105.80000000000001,278.0,46.300000000000004,100.31987336750092,38.1447,105.7097,278.1992,school_basic,stable_room,group_00,none,0.36703494652398255,temperature_sensor_lag
IS_00481,114.27,37.1,107.4,279.0,48.300000000000004,100.31987336750092,40.3073,106.4441,278.1992,school_basic,stable_room,group_00,none,0.36703494652398255,temperature_sensor_lag
IS_00481,125.7,39.0,107.80000000000001,279.0,50.2,100.31987336750092,42.4068,107.157,278.1992,school_basic,stable_room,group_00,none,0.36703494652398255,temperature_sensor_lag
IS_00481,137.12,41.2,108.2,278.5,51.900000000000006,100.31987336750092,44.4327,107.845,278.1992,school_basic,stable_room,group_00,none,0.36703494652398255,temperature_sensor_lag
IS_00481,148.55,43.300000000000004,108.30000000000001,279.0,53.6,100.31987336750092,46.3781,108.5056,278.1992,school_basic,stable_room,group_00,none,0.36703494652398255,temperature_sensor_lag
IS_00481,159.98,45.2,109.7,278.0,55.1,100.31987336750092,48.239,109.1375,278.1992,school_basic,stable_room,group_00,none,0.36703494652398255,temperature_sensor_lag
IS_00481,171.4,47.0,110.10000000000001,278.5,56.6,100.31987336750092,50.0134,109.7401,278.1992,school_basic,stable_room,group_00,none,0.36703494652398255,temperature_sensor_lag
IS_00481,182.83,48.900000000000006,111.0,278.5,57.900000000000006,100.31987336750092,51.701,110.3132,278.1992,school_basic,stable_room,group_00,none,0.36703494652398255,temperature_sensor_lag
IS_00481,194.26,50.5,111.2,278.5,59.2,100.31987336750092,53.3027,110.8571,278.1992,school_basic,stable_room,group_00,none,0.36703494652398255,temperature_sensor_lag
IS_00481,205.68,52.300000000000004,112.0,278.0,60.400000000000006,100.31987336750092,54.8203,111.3724,278.1992,school_basic,stable_room,group_00,none,0.36703494652398255,temperature_sensor_lag
