mean_temperature,std_temperature,temperature_range,max_abs_jump,mean_abs_jump,max_abs_rate,mean_abs_rate,fit_rmse,fit_r2,residual_std,residual_robust_scale,max_abs_residual,residual_normalized_slope,residual_time_corr,early_residual_mean,late_residual_mean,residual_mean_change,outlier_fraction,second_difference_scale,average_cooling_rate,fitted_initial_temperature,fitted_room_temperature,fitted_cooling_coefficient,experiment_id,class_name,generation_group,device_profile,environment_profile,severity
36.47463414634147,10.543949391408807,38.4,0.7999999999999972,0.21911764705882342,0.105401844532279,0.02887044806485519,0.10138443294593152,0.9999075438239089,0.1013459092642843,0.09034468483591239,0.331646401312252,-0.19952239531050542,-0.044886338846861565,0.010132233695310305,-0.004471748239685173,-0.014603981934995479,0.0,0.2965199999999937,-0.024607634179406698,63.68501894888489,22.8,0.0018216058283833335,CL_00001,normal,cooling_family_0000,school_basic,stable_room,0.15114736727593536
36.431707317073176,10.516960495346465,38.4,4.900000000000006,0.2995098039215686,0.6455862977602088,0.039462300088932284,0.44755471226343196,0.9981890278019814,0.4474040669452581,0.12043381904220614,4.715669129557305,-0.4802803595577091,-0.045496636318197566,0.022319617933034434,0.001006865957924543,-0.02131275197510989,0.00975609756097561,0.2965199999999937,-0.024607634179406698,63.449230271454866,22.8,0.001817163013736115,CL_00002,single_outlier,cooling_family_0000,school_basic,stable_room,0.881068649011967
37.649268292682926,9.90365106123258,36.099999999999994,0.6999999999999957,0.21372549019607862,0.09222661396574389,0.02816001896567933,0.12128505875346961,0.9998500232475631,0.12121767311243926,0.12674552823994986,0.41931549593927286,-0.01076883799719143,-0.0024847806468501466,0.02636625852990602,-0.018064671750853748,-0.04443093028075977,0.0,0.2965199999999937,-0.023122133953353274,63.91931549593927,25.614814814814817,0.0019647212548693093,CL_00003,sensor_drift,cooling_family_0000,school_basic,stable_room,0.881068649011967
36.455609756097566,10.55069204730088,38.7,4.600000000000001,0.6926470588235297,0.6060606060606083,0.09126031792187853,0.680012313218046,0.9958459505771543,0.6783792482215569,0.6002717724114863,3.943769701709712,-0.03990822415466327,-0.008474074272330387,0.08635168464287564,0.0082279568182577,-0.07812372782461793,0.00975609756097561,1.3343399999999925,-0.023961764515905214,63.566653581603376,22.64814814814815,0.0018090531040673812,CL_00004,high_noise,cooling_family_0000,school_basic,stable_room,0.881068649011967
44.19880952380953,17.15304008906445,62.0,1.1000000000000085,0.38922155688622756,0.08088235294117713,0.028618843913072855,0.12261656278430658,0.9999489005682982,0.12211492980967005,0.12058895328988477,0.3985290081533286,1.0841884302045934,0.2560060246740535,-0.04431503886782678,0.022155130328561107,0.06647016919638789,0.0,0.2965200000000042,-0.027297983911789076,87.08642234824967,19.775925925925925,0.0011211382934833614,CL_00005,normal,cooling_family_0001,school_basic,cool_laboratory,0.05224309082819567
44.20892857142857,17.13722566852481,62.0,4.0,0.4431137724550899,0.2941176470588206,0.032581506822548026,0.34223912644363613,0.9996011787539772,0.3422249041023153,0.11653063895640037,3.548286410286238,-0.14624363999565276,-0.016858151559567647,0.011082302826597612,-0.004842212742558694,-0.015924515569156306,0.011904761904761904,0.2965200000000042,-0.027297983911789076,86.68021814730957,19.522222222222222,0.0011032999456944957,CL_00006,single_outlier,cooling_family_0001,school_basic,cool_laboratory,0.6172811163229881
45.202380952380956,16.593759413524197,60.0,1.2000000000000028,0.3796407185628743,0.08823529411764729,0.02791437050694394,0.11674544535129563,0.9999505016965057,0.11652647372228954,0.11504189324674763,0.33688240167451866,0.822746678652087,0.18606846082807119,-0.01743577552719843,0.0031417303165639935,0.020577505843762424,0.0,0.2965200000000042,-0.026417403785602332,87.23545320522143,22.474074074074075,0.0011698673314034756,CL_00007,sensor_drift,cooling_family_0001,school_basic,cool_laboratory,0.6172811163229881
44.214285714285715,17.15908507701597,62.8,2.3999999999999986,0.5437125748502994,0.17647058823529224,0.039978477586901644,0.37344174168788247,0.9995263500839485,0.3732058599689494,0.3680609478163293,1.2864598583858822,0.5676601050668418,0.12992262626570414,-0.06519205309722384,0.038649971813640605,0.10384202491086444,0.0,0.7413000000000105,-0.0275621579496451,87.14340792225542,19.753703703703707,0.0011204826258569961,CL_00008,high_noise,cooling_family_0001,school_basic,cool_laboratory,0.6172811163229881
44.11121495327103,16.576589883590305,59.80000000000001,0.9000000000000057,0.2985915492957748,0.1206434316353896,0.03998549042676012,0.11519079539245938,0.9999517113383901,0.11493346311672623,0.10829709311126094,0.62118318577906,0.8993191601977487,0.19801628899752935,-0.02416938040501957,0.00877868202663867,0.03294806243165824,0.004672897196261682,0.2965199999999937,-0.03759682124532392,86.42118318577907,21.712962962962965,0.001698139006967039,CL_00009,normal,cooling_family_0002,school_basic,stable_room,0.15583539618988346
44.13551401869159,16.567904747626933,59.80000000000001,3.1999999999999993,0.3446009389671363,0.4283801874163303,0.046147155804681095,0.2828809966842908,0.9997084773058444,0.28271003877468315,0.11056144565220258,3.107502385383931,1.0691923464404895,0.1253734366173247,-0.03714366066843796,0.017477216036536004,0.05462087670497397,0.014018691588785047,0.2965199999999937,-0.03759682124532392,86.44809899911554,21.712962962962965,0.0016965211345163075,CL_00010,single_outlier,cooling_family_0002,school_basic,stable_room,0.969667241764457
