experiment_id,time_seconds,measured_temperature,ambient_temperature_c,true_temperature_c,device_profile,environment_profile,generation_group,secondary_errors,severity,class_name
CL_00001,0.0,63.5,22.6,63.3208,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,7.59,63.1,22.6,62.7602,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,15.18,62.5,22.6,62.2075,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,22.77,62.1,22.6,61.6624,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,30.36,61.6,22.6,61.125,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,37.95,61.1,22.6,60.595,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,45.54,60.300000000000004,22.6,60.0724,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,53.13,59.900000000000006,22.6,59.5571,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,60.72,59.300000000000004,22.6,59.049,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,68.31,58.900000000000006,22.6,58.5479,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,75.9,58.400000000000006,22.6,58.0538,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,83.49,58.0,22.6,57.5666,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,91.08,57.6,22.6,57.0862,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,98.67,57.0,22.6,56.6124,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,106.26,56.6,22.6,56.1452,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,113.85,56.2,22.6,55.6845,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,121.44,55.6,22.6,55.2301,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,129.03,55.2,22.6,54.7821,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,136.62,54.7,22.6,54.3403,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,144.2,54.2,22.6,53.9047,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,151.79,53.900000000000006,22.6,53.475,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,159.38,53.400000000000006,22.6,53.0514,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,166.97,53.1,22.6,52.6336,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,174.56,52.6,22.6,52.2216,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,182.15,51.900000000000006,22.6,51.8152,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,189.74,51.800000000000004,22.6,51.4146,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,197.33,51.400000000000006,22.6,51.0194,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,204.92,50.900000000000006,22.6,50.6297,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,212.51,50.6,22.6,50.2455,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,220.1,50.300000000000004,22.6,49.8665,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,227.69,49.800000000000004,22.6,49.4928,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,235.28,49.400000000000006,22.6,49.1242,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,242.87,49.2,22.6,48.7608,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,250.46,48.7,22.6,48.4023,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,258.05,48.400000000000006,22.6,48.0488,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,265.64,48.1,22.6,47.7002,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,273.23,47.6,22.6,47.3564,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,280.82,47.2,22.6,47.0174,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,288.41,47.1,22.6,46.683,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,296.0,46.5,22.6,46.3532,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,303.59,46.2,22.6,46.028,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,311.18,46.0,22.6,45.7073,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,318.77,45.7,22.6,45.391,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,326.36,45.300000000000004,22.6,45.0791,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,333.95,44.900000000000006,22.6,44.7714,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,341.54,44.6,22.6,44.468,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,349.13,44.5,22.6,44.1688,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,356.72,44.300000000000004,22.6,43.8737,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,364.31,43.800000000000004,22.6,43.5827,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,371.9,43.6,22.6,43.2957,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,379.49,43.400000000000006,22.6,43.0126,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,387.08,43.0,22.6,42.7334,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,394.67,42.7,22.6,42.4581,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,402.26,42.400000000000006,22.6,42.1865,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,409.85,42.300000000000004,22.6,41.9187,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,417.43,41.900000000000006,22.6,41.6546,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,425.02,41.7,22.6,41.3941,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,432.61,41.300000000000004,22.6,41.1372,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,440.2,41.1,22.6,40.8838,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,447.79,41.0,22.6,40.6339,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,455.38,40.5,22.6,40.3875,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,462.97,40.400000000000006,22.6,40.1444,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,470.56,40.2,22.6,39.9047,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,478.15,39.800000000000004,22.6,39.6683,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,485.74,39.6,22.6,39.4351,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,493.33,39.400000000000006,22.6,39.2051,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,500.92,39.300000000000004,22.6,38.9783,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,508.51,39.0,22.6,38.7546,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,516.1,39.1,22.6,38.5339,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,523.69,38.6,22.6,38.3163,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,531.28,38.400000000000006,22.6,38.1017,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,538.87,38.1,22.6,37.89,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,546.46,38.0,22.6,37.6813,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,554.05,37.7,22.6,37.4754,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,561.64,37.4,22.6,37.2723,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,569.23,37.300000000000004,22.6,37.072,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,576.82,37.2,22.6,36.8745,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,584.41,36.7,22.6,36.6796,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,592.0,36.9,22.6,36.4875,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,599.59,36.6,22.6,36.2979,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,607.18,36.300000000000004,22.6,36.111,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,614.77,36.1,22.6,35.9266,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,622.36,35.800000000000004,22.6,35.7448,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,629.95,35.6,22.6,35.5654,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,637.54,35.4,22.6,35.3886,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,645.13,35.4,22.6,35.2141,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,652.72,35.1,22.6,35.042,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,660.31,35.1,22.6,34.8723,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,667.9,34.9,22.6,34.7049,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,675.49,34.800000000000004,22.6,34.5398,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,683.08,34.6,22.6,34.377,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,690.66,34.5,22.6,34.2164,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,698.25,34.300000000000004,22.6,34.058,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,705.84,34.1,22.6,33.9017,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,713.43,34.0,22.6,33.7477,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,721.02,33.800000000000004,22.6,33.5957,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,728.61,33.7,22.6,33.4458,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,736.2,33.5,22.6,33.2979,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,743.79,33.4,22.6,33.1521,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,751.38,33.4,22.6,33.0083,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,758.97,33.0,22.6,32.8664,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,766.56,33.1,22.6,32.7265,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,774.15,32.7,22.6,32.5885,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,781.74,32.4,22.6,32.4523,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,789.33,32.5,22.6,32.3181,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,796.92,32.4,22.6,32.1857,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,804.51,32.300000000000004,22.6,32.0551,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,812.1,32.2,22.6,31.9262,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,819.69,32.0,22.6,31.7992,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,827.28,31.900000000000002,22.6,31.6739,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,834.87,31.6,22.6,31.5503,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,842.46,31.8,22.6,31.4283,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,850.05,31.5,22.6,31.3081,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,857.64,31.400000000000002,22.6,31.1895,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,865.23,31.200000000000003,22.6,31.0725,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,872.82,31.1,22.6,30.9571,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,880.41,31.200000000000003,22.6,30.8433,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,888.0,30.8,22.6,30.7311,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,895.59,30.8,22.6,30.6204,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,903.18,30.700000000000003,22.6,30.5112,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,910.77,30.6,22.6,30.4035,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,918.36,30.5,22.6,30.2972,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,925.95,30.3,22.6,30.1925,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,933.54,30.1,22.6,30.0891,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,941.13,30.1,22.6,29.9872,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,948.72,30.1,22.6,29.8866,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,956.31,30.1,22.6,29.7875,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,963.89,29.8,22.6,29.6896,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,971.48,29.700000000000003,22.6,29.5932,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,979.07,29.700000000000003,22.6,29.498,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,986.66,29.5,22.6,29.4042,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,994.25,29.400000000000002,22.6,29.3116,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,1001.84,29.5,22.6,29.2203,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,1009.43,29.3,22.6,29.1302,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,1017.02,29.3,22.6,29.0414,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,1024.61,29.0,22.6,28.9538,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,1032.2,29.1,22.6,28.8673,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,1039.79,28.900000000000002,22.6,28.7821,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,1047.38,28.8,22.6,28.698,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,1054.97,28.8,22.6,28.6151,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,1062.56,28.700000000000003,22.6,28.5333,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,1070.15,28.6,22.6,28.4526,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,1077.74,28.5,22.6,28.3731,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,1085.33,28.5,22.6,28.2946,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,1092.92,28.5,22.6,28.2172,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,1100.51,28.3,22.6,28.1408,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,1108.1,27.900000000000002,22.6,28.0655,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
CL_00001,1115.69,28.3,22.6,27.9912,school_basic,stable_room,cooling_family_0000,none,0.15114736727593536,normal
