experiment_id,time_seconds,measured_temperature,ambient_temperature_c,true_temperature_c,device_profile,environment_profile,generation_group,secondary_errors,severity,class_name
CL_00481,0.0,76.60000000000001,21.6,77.2883,school_basic,stable_room,group_00,none,0.6798649047046271,high_noise
CL_00481,13.59,77.10000000000001,21.6,76.1913,school_basic,stable_room,group_00,none,0.6798649047046271,high_noise
CL_00481,27.19,76.2,21.6,75.1167,school_basic,stable_room,group_00,none,0.6798649047046271,high_noise
CL_00481,40.78,72.5,21.6,74.0641,school_basic,stable_room,group_00,none,0.6798649047046271,high_noise
CL_00481,54.38,74.0,21.6,73.033,school_basic,stable_room,group_00,none,0.6798649047046271,high_noise
CL_00481,67.97,73.4,21.6,72.0229,school_basic,stable_room,group_00,none,0.6798649047046271,high_noise
CL_00481,81.56,71.10000000000001,21.6,71.0333,school_basic,stable_room,group_00,none,0.6798649047046271,high_noise
CL_00481,95.16,70.3,21.6,70.0638,school_basic,stable_room,group_00,none,0.6798649047046271,high_noise
CL_00481,108.75,69.0,21.6,69.114,school_basic,stable_room,group_00,none,0.6798649047046271,high_noise
CL_00481,122.35,68.60000000000001,21.6,68.1835,school_basic,stable_room,group_00,none,0.6798649047046271,high_noise
CL_00481,135.94,64.9,21.6,67.2717,school_basic,stable_room,group_00,none,0.6798649047046271,high_noise
CL_00481,149.53,63.900000000000006,21.6,66.3784,school_basic,stable_room,group_00,none,0.6798649047046271,high_noise
CL_00481,163.13,65.60000000000001,21.6,65.5031,school_basic,stable_room,group_00,none,0.6798649047046271,high_noise
CL_00481,176.72,65.2,21.6,64.6454,school_basic,stable_room,group_00,none,0.6798649047046271,high_noise
CL_00481,190.32,62.800000000000004,21.6,63.805,school_basic,stable_room,group_00,none,0.6798649047046271,high_noise
CL_00481,203.91,62.1,21.6,62.9814,school_basic,stable_room,group_00,none,0.6798649047046271,high_noise
CL_00481,217.5,62.1,21.6,62.1744,school_basic,stable_room,group_00,none,0.6798649047046271,high_noise
CL_00481,231.1,62.7,21.6,61.3836,school_basic,stable_room,group_00,none,0.6798649047046271,high_noise
CL_00481,244.69,60.900000000000006,21.6,60.6086,school_basic,stable_room,group_00,none,0.6798649047046271,high_noise
CL_00481,258.29,58.7,21.6,59.8491,school_basic,stable_room,group_00,none,0.6798649047046271,high_noise
CL_00481,271.88,59.0,21.6,59.1048,school_basic,stable_room,group_00,none,0.6798649047046271,high_noise
CL_00481,285.47,58.5,21.6,58.3754,school_basic,stable_room,group_00,none,0.6798649047046271,high_noise
CL_00481,299.07,58.400000000000006,21.6,57.6605,school_basic,stable_room,group_00,none,0.6798649047046271,high_noise
CL_00481,312.66,58.0,21.6,56.9598,school_basic,stable_room,group_00,none,0.6798649047046271,high_noise
CL_00481,326.26,55.300000000000004,21.6,56.2731,school_basic,stable_room,group_00,none,0.6798649047046271,high_noise
CL_00481,339.85,54.7,21.6,55.6,school_basic,stable_room,group_00,none,0.6798649047046271,high_noise
CL_00481,353.44,55.7,21.6,54.9404,school_basic,stable_room,group_00,none,0.6798649047046271,high_noise
CL_00481,367.04,55.1,21.6,54.2938,school_basic,stable_room,group_00,none,0.6798649047046271,high_noise
CL_00481,380.63,52.0,21.6,53.66,school_basic,stable_room,group_00,none,0.6798649047046271,high_noise
CL_00481,394.23,52.7,21.6,53.0388,school_basic,stable_room,group_00,none,0.6798649047046271,high_noise
CL_00481,407.82,52.2,21.6,52.4299,school_basic,stable_room,group_00,none,0.6798649047046271,high_noise
CL_00481,421.41,51.900000000000006,21.6,51.833,school_basic,stable_room,group_00,none,0.6798649047046271,high_noise
CL_00481,435.01,51.5,21.6,51.2479,school_basic,stable_room,group_00,none,0.6798649047046271,high_noise
CL_00481,448.6,51.5,21.6,50.6744,school_basic,stable_room,group_00,none,0.6798649047046271,high_noise
CL_00481,462.2,50.1,21.6,50.1122,school_basic,stable_room,group_00,none,0.6798649047046271,high_noise
