pressure_mean,pressure_std,pressure_range,volume_mean,volume_std,volume_range,temperature_mean,temperature_std,temperature_range,temperature_normalized_slope,pv_mean,pv_std,pv_robust_scale,pv_cv,pv_range_relative,pv_normalized_slope,pv_first_last_change,pressure_volume_corr,pressure_inverse_volume_corr,inverse_fit_r2,inverse_fit_rmse_relative,max_abs_pressure_residual_relative,pressure_residual_robust_scale,pv_temperature_corr,max_volume_jump_ratio,max_pressure_jump_ratio,max_temperature_jump,experiment_id,class_name,generation_group,device_profile,environment_profile,severity
158.95937500000002,46.06080803795538,161.79999999999998,67.953125,18.42186174723866,61.5,25.03125,1.7174540568818717,5.599999999999998,0.2205425036797604,9980.575,95.99901122537673,89.88262499999999,0.009618585224334982,0.04052872705229521,-0.024456427064114588,-0.027921272472761077,-0.9678093970357277,0.9997205027460755,0.9994410836108653,0.006850445699943188,0.015247018401203702,0.928013536319845,-0.6984296397813438,1.499999250000375,2.9069760681450862,1.6999999999999993,BM_00001,normal,boyle_mariotte_family_0000,school_basic,stable_room,0.06108703449123673
135.90312500000002,28.032754105409893,98.80000000000001,67.953125,18.462106197137288,62.0,25.043750000000003,1.7264373540618263,5.599999999999998,0.22065930076029758,8735.9890625,785.5694765318317,969.916920000001,0.08992335852432183,0.30402968467540886,-0.3009010060475877,-0.2635391240499034,-0.964272185375616,0.9996572726000432,0.999314662662157,0.00539993486120305,0.012884653077574434,0.7683537631171491,-0.9417496974671277,1.499999250000375,3.199998720000512,1.9000000000000021,BM_00002,air_leak,boyle_mariotte_family_0000,school_basic,stable_room,0.8559988952657567
223.75625000000002,119.82407922006954,447.09999999999997,60.75,22.380236817335067,75.0,68.37812500000001,35.65731634579887,122.50000000000001,1.6894773796862073,11132.276562500001,879.4733360071573,974.0681999999999,0.0790021098622053,0.26491885854993863,0.25514790013429556,0.2915750071406444,-0.9176729823874874,0.9989884301020435,0.9979778834777452,0.024080861189566972,0.05639387575949615,3.657979755315999,0.995463311516544,1.399999440000224,7.9714274326532255,23.10000000000001,BM_00003,temperature_change,boyle_mariotte_family_0000,school_basic,stable_room,1.0
158.95937500000002,46.06080803795538,161.79999999999998,68.203125,18.246942969559996,61.5,25.040625000000002,1.7343693693602296,5.900000000000002,0.22320547291576542,10027.69375,199.69552947471698,109.0081649999981,0.0199144024990489,0.10150888383481993,-0.011363926752621352,-0.027921272472761077,-0.9683074969600489,0.9970757996757558,0.9941601502990471,0.022143498692188915,0.0844626450555467,1.1201249100798194,-0.18022105906352476,3.2499983750008123,2.9069760681450862,1.6000000000000014,BM_00004,volume_measurement_error,boyle_mariotte_family_0000,school_basic,stable_room,0.6731133169174591
159.14814814814815,47.01311377627539,162.5,64.35185185185185,17.0145987506235,57.0,22.87777777777778,3.081886547450769,11.799999999999997,0.4094220495207145,9467.462962962964,85.59025839405794,51.37208999999946,0.00904046403232639,0.03632440933176203,0.016495845839032953,0.006832989035435475,-0.9676286063578453,0.9995685831921604,0.9991373525047832,0.008676290999509336,0.02580874452351105,1.0266479983982308,0.6911115243890547,1.333332740741004,3.2323225793287604,3.599999999999998,BM_00005,normal,boyle_mariotte_family_0001,school_basic,cool_laboratory,0.17714500355052826
145.55185185185184,36.283853876431046,126.10000000000001,64.4074074074074,17.071221742950392,57.5,22.87777777777778,3.041726280491409,11.5,0.40574481369210963,8777.270370370372,377.85803459403945,404.8980600000005,0.04304960638668944,0.15556658760441347,-0.14095308462977016,-0.1445104140208128,-0.9643811456019763,0.999261173903301,0.9985228936706025,0.00958079512817423,0.030679150440371693,1.0512740007200794,-0.8328699987890701,1.499999250000375,3.6285703918370356,3.599999999999998,BM_00006,air_leak,boyle_mariotte_family_0001,school_basic,cool_laboratory,0.5503019425252058
194.02962962962968,82.79382610197192,289.20000000000005,63.7037037037037,19.059001596047324,64.0,62.47407407407408,33.472726239737916,115.3,1.734078051396749,10865.114814814817,897.7318954324936,984.3722699999984,0.08262516418218925,0.2893112547428967,0.26622820368686856,0.2705783946218625,-0.9476057432192858,0.9982499922590473,0.996503047045188,0.025233343108064833,0.0799109524326634,4.435627508684723,0.9941989278605592,1.399999440000224,4.999999342105363,17.89999999999999,BM_00007,temperature_change,boyle_mariotte_family_0001,school_basic,cool_laboratory,1.0
159.14814814814815,47.01311377627539,162.5,64.83333333333333,16.96947149922363,57.0,22.885185185185183,3.0590126346649473,11.600000000000001,0.4082491387702224,9552.757407407407,320.36410902680365,65.16026999999838,0.03353629694169278,0.17082502259865398,0.03553997525797769,0.006832989035435475,-0.9593373479145124,0.9912687350355109,0.9826137050589016,0.03895120953726527,0.1836888590419873,1.7075550598537192,0.38132917705698266,3.777776098766178,3.2323225793287604,3.6000000000000014,BM_00008,volume_measurement_error,boyle_mariotte_family_0001,school_basic,cool_laboratory,0.7045870628204892
170.35151515151517,58.777738113203334,212.3,46.803030303030305,14.569030766798805,48.5,22.842424242424244,1.4659840635436048,6.399999999999999,0.15853791768069728,7154.353030303031,96.86595857271644,90.29033999999946,0.013539443491594099,0.056636847284957145,-0.031319177044906665,-0.022212844849051984,-0.9559511245124063,0.9995118157333737,0.9990238697906257,0.010780049266657068,0.029942378917728836,1.5801941253410907,-0.30623438090742194,1.6666655555562964,3.925232911171412,4.899999999999999,BM_00009,normal,boyle_mariotte_family_0002,school_basic,stable_room,0.13100452724630351
148.32424242424244,40.892119936620155,148.6,46.81818181818182,14.600652840228808,49.5,22.845454545454547,1.4583284140019352,6.100000000000001,0.15926593477919948,6375.256060606061,498.0510873086512,640.0384199999997,0.07812252285616055,0.2706322669392059,-0.261248770504762,-0.23915529465575708,-0.9530419889539258,0.9996311889725384,0.9992625139666507,0.007486940592041997,0.021941100188714886,0.9431191903041637,-0.7198674154185791,1.6666655555562964,4.628570106122823,4.5,BM_00010,air_leak,boyle_mariotte_family_0002,school_basic,stable_room,0.6675564797698352
198.06666666666666,86.27174356284762,318.30000000000007,46.59090909090909,14.233685262195827,48.0,70.70909090909093,37.140546850923926,135.8,1.7174837021220348,8068.766666666668,666.8505240791573,793.7840400000008,0.0826459050840989,0.3115407972304345,0.27060030180410394,0.32593889041177976,-0.9441144823971348,0.9984598367108054,0.996922045524568,0.024165082300026584,0.08758530216534234,4.0443766302840505,0.9935221206196044,1.6666655555562964,6.868215989423876,27.19999999999999,BM_00011,temperature_change,boyle_mariotte_family_0002,school_basic,stable_room,1.0
170.35151515151517,58.777738113203334,212.3,46.72727272727273,14.519626690402552,48.5,22.842424242424244,1.470112406139419,6.100000000000001,0.16017667347479764,7144.868181818182,106.84039343535527,95.18292000000108,0.014953445006476274,0.06023903997210131,-0.028081035088678315,-0.022212844849051984,-0.9551957952980255,0.9993748245273393,0.9987500398990502,0.01219873913191507,0.032101472993236846,1.5882067154668338,-0.23664045813423662,2.9999980000013333,3.925232911171412,4.5,BM_00012,volume_measurement_error,boyle_mariotte_family_0002,school_basic,stable_room,0.4732313435472168
156.92580645161289,42.917046524826844,150.60000000000002,63.864516129032275,17.119081004635976,57.5,20.551612903225802,1.1550369265824316,4.099999999999998,0.16339664102171436,9308.529354838713,182.75370554357121,184.47991800000042,0.019632930034061018,0.06798925758030215,-0.06343301743273952,-0.06615488823661544,-0.971091544656919,0.9997741438075743,0.9995483386261679,0.005812218511875171,0.014753177973147137,0.9374595616784216,-0.8621935776364503,1.1794865746222685,3.049999237500177,2.1999999999999993,BM_00013,normal,boyle_mariotte_family_0003,school_digital,cool_laboratory,0.05240990989231464
131.69032258064516,24.444543620185826,86.70000000000002,63.8516129032258,17.108965221395778,57.3,20.551612903225806,1.1606091192022587,4.0,0.16416182702073556,8009.270322580646,872.5746207871459,1047.1455539999986,0.10894558251167716,0.3594222549691765,-0.36421212286338894,-0.3006878182530041,-0.9549241295311318,0.9988173536072822,0.9976361058670548,0.00902489345110662,0.019693897370608802,1.2288585488292394,-0.834083956091886,1.2105256786706942,3.6888872493834497,2.400000000000002,BM_00014,air_leak,boyle_mariotte_family_0003,school_digital,cool_laboratory,0.9013757554773023
151.04749774096743,21.58443864628724,79.39999999999999,60.277419354838706,20.425059081960104,68.5,-17.103225806451615,20.241915692060754,71.4,-2.96897482000594,8687.760054778275,1975.2169914720093,2448.943159016944,0.22735630116596175,0.7596277096816402,0.762049627254692,1.2328823176150083,-0.9458559642854614,0.9988029004881968,0.9976072340236348,0.0069900025712810185,0.013419888168377221,1.3152046550320058,-0.9293656366560406,1.1304342911155307,3.999998222223012,25.400000000000002,BM_00015,temperature_change,boyle_mariotte_family_0003,school_digital,cool_laboratory,1.0
156.92580645161289,42.917046524826844,150.60000000000002,63.93225806451614,17.11572352181871,57.5,20.545161290322575,1.172765881450816,4.199999999999999,0.16639189824908404,9318.724516129036,192.28972932897645,218.95036800000312,0.02063476916783374,0.07654373715687673,-0.0629533492850237,-0.06615488823661544,-0.9718746354793231,0.9995479447309059,0.9990960938157777,0.008222372287305043,0.032093890277765776,0.9842660064355062,-0.8344297372623498,1.9499990250004937,3.049999237500177,2.1999999999999993,BM_00016,volume_measurement_error,boyle_mariotte_family_0003,school_digital,cool_laboratory,0.4554550759587184
