experiment_id,measurement_number,time_seconds,volume_ml,pressure_kpa,temperature_c,atmospheric_pressure_kpa,pressure_gauge_kpa,true_volume_ml,true_pressure_absolute_kpa,true_temperature_c,dead_volume_ml,device_profile,environment_profile,generation_group,secondary_errors,severity,class_name
BM_00001,1,0.0,98.5,101.9,22.700000000000003,101.03349400216767,0.9,101.2659,101.4569,22.5858,2.9420327882979747,school_basic,stable_room,boyle_mariotte_family_0000,pressure_zero_offset;small_temperature_drift,0.06108703449123673,normal
BM_00001,2,7.25,97.0,104.0,22.8,101.03349400216767,3.0,99.2806,103.528,22.7066,2.9420327882979747,school_basic,stable_room,boyle_mariotte_family_0000,pressure_zero_offset;small_temperature_drift,0.06108703449123673,normal
BM_00001,3,12.66,95.0,106.4,23.200000000000003,101.03349400216767,5.4,97.2953,105.7018,22.8782,2.9420327882979747,school_basic,stable_room,boyle_mariotte_family_0000,pressure_zero_offset;small_temperature_drift,0.06108703449123673,normal
BM_00001,4,26.17,94.0,108.10000000000001,22.900000000000002,101.03349400216767,7.1000000000000005,95.3101,107.8715,22.7904,2.9420327882979747,school_basic,stable_room,boyle_mariotte_family_0000,pressure_zero_offset;small_temperature_drift,0.06108703449123673,normal
BM_00001,5,32.25,91.0,110.30000000000001,23.400000000000002,101.03349400216767,9.3,93.3248,110.3004,23.1507,2.9420327882979747,school_basic,stable_room,boyle_mariotte_family_0000,pressure_zero_offset;small_temperature_drift,0.06108703449123673,normal
BM_00001,6,43.95,89.0,113.5,23.1,101.03349400216767,12.5,91.3395,112.6418,23.0036,2.9420327882979747,school_basic,stable_room,boyle_mariotte_family_0000,pressure_zero_offset;small_temperature_drift,0.06108703449123673,normal
BM_00001,7,52.37,86.5,115.4,23.200000000000003,101.03349400216767,14.4,89.3542,115.2533,23.2833,2.9420327882979747,school_basic,stable_room,boyle_mariotte_family_0000,pressure_zero_offset;small_temperature_drift,0.06108703449123673,normal
BM_00001,8,62.47,85.0,118.10000000000001,23.400000000000002,101.03349400216767,17.1,87.3689,117.8746,23.2895,2.9420327882979747,school_basic,stable_room,boyle_mariotte_family_0000,pressure_zero_offset;small_temperature_drift,0.06108703449123673,normal
BM_00001,9,75.94,83.0,121.10000000000001,23.3,101.03349400216767,20.1,85.3836,120.5694,23.1766,2.9420327882979747,school_basic,stable_room,boyle_mariotte_family_0000,pressure_zero_offset;small_temperature_drift,0.06108703449123673,normal
BM_00001,10,83.93,80.5,124.10000000000001,23.900000000000002,101.03349400216767,23.1,83.3984,123.6699,23.7297,2.9420327882979747,school_basic,stable_room,boyle_mariotte_family_0000,pressure_zero_offset;small_temperature_drift,0.06108703449123673,normal
BM_00001,11,91.63,79.0,127.10000000000001,24.1,101.03349400216767,26.1,81.4131,126.7641,23.9135,2.9420327882979747,school_basic,stable_room,boyle_mariotte_family_0000,pressure_zero_offset;small_temperature_drift,0.06108703449123673,normal
BM_00001,12,98.25,77.0,130.1,24.3,101.03349400216767,29.1,79.4278,130.0723,24.2329,2.9420327882979747,school_basic,stable_room,boyle_mariotte_family_0000,pressure_zero_offset;small_temperature_drift,0.06108703449123673,normal
BM_00001,13,106.76,74.0,133.5,24.200000000000003,101.03349400216767,32.5,77.4425,133.3525,24.112,2.9420327882979747,school_basic,stable_room,boyle_mariotte_family_0000,pressure_zero_offset;small_temperature_drift,0.06108703449123673,normal
BM_00001,14,113.74,73.5,137.70000000000002,24.5,101.03349400216767,36.7,75.4572,137.055,24.5334,2.9420327882979747,school_basic,stable_room,boyle_mariotte_family_0000,pressure_zero_offset;small_temperature_drift,0.06108703449123673,normal
BM_00001,15,121.04,71.0,141.70000000000002,24.900000000000002,101.03349400216767,40.7,73.4719,140.8169,24.6571,2.9420327882979747,school_basic,stable_room,boyle_mariotte_family_0000,pressure_zero_offset;small_temperature_drift,0.06108703449123673,normal
BM_00001,16,128.83,69.0,145.0,24.900000000000002,101.03349400216767,44.0,71.4866,144.7695,24.7433,2.9420327882979747,school_basic,stable_room,boyle_mariotte_family_0000,pressure_zero_offset;small_temperature_drift,0.06108703449123673,normal
BM_00001,17,142.18,67.0,149.3,24.1,101.03349400216767,48.300000000000004,69.5014,148.5135,23.9606,2.9420327882979747,school_basic,stable_room,boyle_mariotte_family_0000,pressure_zero_offset;small_temperature_drift,0.06108703449123673,normal
BM_00001,18,152.48,64.5,154.10000000000002,24.6,101.03349400216767,53.1,67.5161,153.2001,24.5818,2.9420327882979747,school_basic,stable_room,boyle_mariotte_family_0000,pressure_zero_offset;small_temperature_drift,0.06108703449123673,normal
BM_00001,19,160.98,62.5,158.60000000000002,25.200000000000003,101.03349400216767,57.6,65.5308,158.1422,25.1492,2.9420327882979747,school_basic,stable_room,boyle_mariotte_family_0000,pressure_zero_offset;small_temperature_drift,0.06108703449123673,normal
BM_00001,20,174.45,60.5,163.10000000000002,24.6,101.03349400216767,62.1,63.5455,162.619,24.3006,2.9420327882979747,school_basic,stable_room,boyle_mariotte_family_0000,pressure_zero_offset;small_temperature_drift,0.06108703449123673,normal
BM_00001,21,181.44,59.0,169.4,26.0,101.03349400216767,68.4,61.5602,168.8322,26.0174,2.9420327882979747,school_basic,stable_room,boyle_mariotte_family_0000,pressure_zero_offset;small_temperature_drift,0.06108703449123673,normal
BM_00001,22,190.06,56.5,175.20000000000002,25.900000000000002,101.03349400216767,74.2,59.5749,174.2953,25.7377,2.9420327882979747,school_basic,stable_room,boyle_mariotte_family_0000,pressure_zero_offset;small_temperature_drift,0.06108703449123673,normal
BM_00001,23,196.15,55.0,181.5,27.0,101.03349400216767,80.5,57.5897,180.9982,26.8889,2.9420327882979747,school_basic,stable_room,boyle_mariotte_family_0000,pressure_zero_offset;small_temperature_drift,0.06108703449123673,normal
BM_00001,24,207.92,53.0,187.20000000000002,25.400000000000002,101.03349400216767,86.2,55.6044,186.4389,25.2537,2.9420327882979747,school_basic,stable_room,boyle_mariotte_family_0000,pressure_zero_offset;small_temperature_drift,0.06108703449123673,normal
BM_00001,25,215.22,51.5,194.60000000000002,27.1,101.03349400216767,93.60000000000001,53.6191,194.4514,26.9661,2.9420327882979747,school_basic,stable_room,boyle_mariotte_family_0000,pressure_zero_offset;small_temperature_drift,0.06108703449123673,normal
BM_00001,26,224.07,49.0,202.20000000000002,26.700000000000003,101.03349400216767,101.2,51.6338,201.6904,26.6131,2.9420327882979747,school_basic,stable_room,boyle_mariotte_family_0000,pressure_zero_offset;small_temperature_drift,0.06108703449123673,normal
BM_00001,27,233.77,47.5,210.60000000000002,26.5,101.03349400216767,109.60000000000001,49.6485,209.7117,26.5508,2.9420327882979747,school_basic,stable_room,boyle_mariotte_family_0000,pressure_zero_offset;small_temperature_drift,0.06108703449123673,normal
BM_00001,28,241.82,45.5,219.3,27.6,101.03349400216767,118.30000000000001,47.6632,219.1625,27.5328,2.9420327882979747,school_basic,stable_room,boyle_mariotte_family_0000,pressure_zero_offset;small_temperature_drift,0.06108703449123673,normal
BM_00001,29,252.86,43.0,228.5,26.700000000000003,101.03349400216767,127.5,45.678,227.9394,26.5487,2.9420327882979747,school_basic,stable_room,boyle_mariotte_family_0000,pressure_zero_offset;small_temperature_drift,0.06108703449123673,normal
BM_00001,30,261.23,41.0,240.20000000000002,28.3,101.03349400216767,139.20000000000002,43.6927,239.4796,28.0368,2.9420327882979747,school_basic,stable_room,boyle_mariotte_family_0000,pressure_zero_offset;small_temperature_drift,0.06108703449123673,normal
BM_00001,31,269.9,39.0,251.20000000000002,28.3,101.03349400216767,150.20000000000002,41.7074,251.0422,28.2328,2.9420327882979747,school_basic,stable_room,boyle_mariotte_family_0000,pressure_zero_offset;small_temperature_drift,0.06108703449123673,normal
BM_00001,32,279.4,37.0,263.7,28.200000000000003,101.03349400216767,162.70000000000002,39.7221,263.5138,28.1468,2.9420327882979747,school_basic,stable_room,boyle_mariotte_family_0000,pressure_zero_offset;small_temperature_drift,0.06108703449123673,normal
BM_00002,1,0.0,99.0,101.80000000000001,22.700000000000003,101.03349400216767,0.8,101.2659,101.4569,22.5858,2.9420327882979747,school_basic,stable_room,boyle_mariotte_family_0000,small_temperature_drift,0.8559988952657567,air_leak
BM_00002,2,7.25,97.0,103.4,23.1,101.03349400216767,2.4000000000000004,99.2806,102.7916,22.7066,2.9420327882979747,school_basic,stable_room,boyle_mariotte_family_0000,small_temperature_drift,0.8559988952657567,air_leak
BM_00002,3,12.66,96.0,104.5,22.900000000000002,101.03349400216767,3.5,97.2953,104.3925,22.8782,2.9420327882979747,school_basic,stable_room,boyle_mariotte_family_0000,small_temperature_drift,0.8559988952657567,air_leak
BM_00002,4,26.17,93.0,105.0,23.1,101.03349400216767,4.0,95.3101,105.1276,22.7904,2.9420327882979747,school_basic,stable_room,boyle_mariotte_family_0000,small_temperature_drift,0.8559988952657567,air_leak
BM_00002,5,32.25,91.0,107.60000000000001,23.200000000000003,101.03349400216767,6.6000000000000005,93.3248,106.8537,23.1507,2.9420327882979747,school_basic,stable_room,boyle_mariotte_family_0000,small_temperature_drift,0.8559988952657567,air_leak
